,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,month 1,accommodates,bathrooms,bedrooms,bed_type,review_scores_rating,Laptop_friendly_workspace,TV,Family_kid_friendly,Host_greets_you,Smoking_allowed,Hot_water,no_of_amenities
16066,4.0,85.0,2.0,14,2,11,506.0,1.02,14,319,0.0,6,1.0,1.0,4.0,76.0,0.0,0.0,0.0,0.0,0.0,1.0,20
16067,4.0,85.0,2.0,14,2,16,501.0,1.69,14,328,0.0,6,1.0,1.0,4.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,12
16068,1.0,32.0,1.0,45,5,2,606.0,0.37,1,0,0.0,2,1.0,1.0,4.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,10
16069,4.0,85.0,1.0,60,2,0,0.0,0.0,14,330,0.0,3,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38
16070,4.0,85.0,1.0,40,2,2,507.0,0.46,14,301,0.0,2,1.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,40
16071,5.0,101.0,0.0,40,5,1,614.0,0.25,1,0,0.0,3,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,19
16072,1.0,52.0,0.0,48,5,2,771.0,0.21,1,0,0.0,4,1.0,1.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,15
16073,6.0,95.0,0.0,33,1,4,600.0,0.36,1,5,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,27
16074,5.0,101.0,0.0,50,3,1,832.0,0.09,1,0,0.0,2,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12
16075,6.0,94.0,1.0,33,2,0,0.0,0.0,2,0,0.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
16076,7.0,87.0,1.0,25,5,2,610.0,0.39,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,13
16077,0.0,39.0,0.0,40,4,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
16078,10.0,117.0,1.0,22,6,2,681.0,0.29,1,0,0.0,2,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,6
16079,1.0,118.0,1.0,40,3,0,0.0,0.0,2,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,13
16080,4.0,85.0,1.0,30,2,11,554.0,1.05,1,0,0.0,2,1.0,1.0,4.0,98.0,1.0,0.0,0.0,1.0,1.0,1.0,27
16081,1.0,118.0,0.0,65,3,7,596.0,0.61,1,79,0.0,3,1.0,0.0,4.0,90.0,1.0,0.0,1.0,0.0,0.0,1.0,22
16082,4.0,119.0,1.0,30,1,64,510.0,6.0,1,31,0.0,2,1.0,1.0,4.0,97.0,1.0,1.0,0.0,1.0,0.0,1.0,32
16083,6.0,94.0,1.0,22,2,1,805.0,0.1,2,0,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,6
16084,4.0,2.0,0.0,50,4,0,0.0,0.0,1,0,0.0,2,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9
16085,11.0,58.0,0.0,30,10,3,666.0,0.4,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,1.0,24
16086,1.0,115.0,0.0,99,3,3,520.0,0.29,1,182,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,11
16087,4.0,121.0,0.0,39,5,1,799.0,0.1,1,0,0.0,2,1.0,0.0,4.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,12
16088,1.0,118.0,1.0,45,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8
16089,6.0,96.0,0.0,65,2,6,527.0,1.58,1,94,0.0,3,1.0,1.0,4.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,20
16090,1.0,32.0,0.0,220,3,0,0.0,0.0,1,0,0.0,4,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15
16091,1.0,30.0,1.0,50,1,7,588.0,1.2,1,5,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,1.0,1.0,1.0,14
16092,1.0,118.0,1.0,50,1,42,502.0,4.08,1,165,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,37
16093,9.0,26.0,0.0,22,2,4,673.0,0.37,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,1.0,0.0,1.0,18
16094,4.0,2.0,0.0,65,1,17,660.0,1.53,1,0,0.0,3,1.0,1.0,4.0,100.0,1.0,0.0,1.0,1.0,0.0,1.0,37
16095,5.0,80.0,1.0,20,5,1,823.0,0.09,1,0,0.0,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11
16096,1.0,118.0,1.0,26,4,15,603.0,1.32,1,0,0.0,1,1.0,1.0,4.0,93.0,0.0,0.0,0.0,0.0,1.0,0.0,9
16097,5.0,101.0,1.0,45,14,1,845.0,0.09,1,0,0.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
16098,4.0,17.0,1.0,45,4,7,557.0,2.41,1,66,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,1.0,0.0,1.0,29
16099,6.0,112.0,2.0,16,5,25,545.0,2.4,1,0,0.0,2,1.0,1.0,4.0,97.0,1.0,0.0,0.0,0.0,0.0,1.0,17
16100,1.0,118.0,1.0,26,1,19,598.0,1.62,1,2,0.0,4,1.5,1.0,4.0,98.0,1.0,1.0,1.0,0.0,0.0,1.0,16
16101,1.0,53.0,0.0,55,1,73,499.0,6.48,1,119,0.0,3,1.0,0.0,4.0,99.0,1.0,1.0,0.0,1.0,0.0,1.0,35
16102,7.0,127.0,1.0,16,21,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9
16103,5.0,105.0,0.0,40,3,1,799.0,0.1,1,0,0.0,2,1.5,1.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,8
16104,1.0,32.0,0.0,139,2,0,0.0,0.0,1,0,0.0,4,1.5,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22
16105,11.0,81.0,1.0,21,1,8,680.0,0.77,1,13,0.0,1,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18
16106,1.0,30.0,0.0,240,3,2,729.0,0.19,2,0,0.0,6,1.0,2.0,4.0,90.0,1.0,1.0,1.0,0.0,0.0,0.0,13
16107,6.0,94.0,1.0,35,7,1,720.0,0.13,1,0,0.0,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,14
16108,5.0,102.0,1.0,35,3,0,0.0,0.0,2,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,15
16109,1.0,135.0,0.0,69,2,31,501.0,2.83,1,20,0.0,3,1.0,1.0,4.0,90.0,1.0,1.0,0.0,1.0,0.0,1.0,25
16110,0.0,106.0,0.0,83,60,0,0.0,0.0,1,330,0.0,4,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
16111,5.0,101.0,1.0,38,3,12,548.0,1.1,1,56,0.0,2,1.0,1.0,3.0,95.0,1.0,0.0,0.0,0.0,0.0,1.0,10
16112,4.0,18.0,0.0,99,1,43,501.0,3.81,9,152,0.0,4,1.0,1.0,4.0,88.0,1.0,1.0,0.0,0.0,0.0,1.0,28
16113,0.0,57.0,1.0,70,2,13,534.0,2.02,1,61,0.0,2,1.0,1.0,4.0,98.0,1.0,1.0,0.0,0.0,0.0,0.0,12
16114,1.0,30.0,1.0,22,4,2,815.0,0.18,1,29,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,9
16115,6.0,49.0,0.0,79,2,42,509.0,3.8,1,296,0.0,3,1.0,1.0,4.0,99.0,1.0,1.0,1.0,1.0,0.0,0.0,12
16116,1.0,30.0,1.0,40,2,2,511.0,0.17,1,0,0.0,3,1.0,1.0,4.0,90.0,1.0,1.0,0.0,1.0,0.0,1.0,16
16117,4.0,18.0,0.0,65,4,9,513.0,0.87,1,26,0.0,3,1.0,0.0,4.0,87.0,1.0,0.0,1.0,1.0,0.0,1.0,14
16118,4.0,18.0,1.0,35,1,53,503.0,4.85,1,6,0.0,2,1.0,1.0,4.0,92.0,0.0,0.0,0.0,1.0,0.0,1.0,19
16119,1.0,118.0,1.0,39,4,1,834.0,0.09,2,0,0.0,2,2.0,1.0,4.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,9
16120,4.0,92.0,0.0,49,5,1,797.0,0.1,1,0,0.0,3,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,7
16121,1.0,30.0,1.0,30,1,15,513.0,1.3,1,14,0.0,3,1.0,1.0,4.0,87.0,1.0,0.0,0.0,1.0,0.0,1.0,15
16122,4.0,18.0,1.0,59,1,46,506.0,4.06,1,35,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,19
16123,11.0,4.0,1.0,29,7,0,0.0,0.0,2,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10
16124,5.0,80.0,1.0,25,3,8,500.0,1.21,1,35,0.0,2,2.0,1.0,4.0,91.0,1.0,0.0,0.0,0.0,1.0,1.0,37
16125,5.0,102.0,1.0,22,1,1,834.0,0.09,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25
16126,2.0,7.0,1.0,20,10,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7
16127,4.0,73.0,1.0,32,7,1,845.0,0.09,1,0,0.0,1,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7
16128,10.0,110.0,0.0,48,4,8,553.0,0.77,1,1,0.0,4,1.0,2.0,4.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,21
16129,4.0,18.0,0.0,75,4,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12
16130,6.0,97.0,0.0,40,4,1,812.0,0.09,1,0,0.0,2,1.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9
16131,4.0,2.0,0.0,55,4,12,542.0,1.17,1,0,0.0,4,1.0,2.0,4.0,89.0,1.0,0.0,1.0,0.0,0.0,1.0,26
16132,1.0,32.0,0.0,52,2,2,826.0,0.18,1,0,0.0,4,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2
16133,4.0,100.0,1.0,52,2,1,715.0,0.14,1,35,0.0,2,1.0,0.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,14
16134,4.0,2.0,0.0,77,3,15,665.0,1.33,1,0,0.0,4,1.0,1.0,4.0,99.0,1.0,1.0,1.0,1.0,0.0,1.0,36
16135,6.0,98.0,0.0,85,3,0,0.0,0.0,2,17,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,22
16136,1.0,134.0,0.0,55,4,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13
16137,4.0,74.0,1.0,28,14,1,803.0,0.1,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,10
16138,6.0,98.0,0.0,55,1,4,659.0,0.37,1,0,0.0,4,1.0,2.0,4.0,93.0,1.0,1.0,1.0,1.0,0.0,1.0,14
16139,1.0,115.0,1.0,53,1,12,499.0,1.05,1,87,0.0,2,1.5,1.0,4.0,90.0,1.0,1.0,0.0,1.0,1.0,1.0,28
16140,10.0,117.0,1.0,25,3,8,526.0,0.69,1,0,0.0,1,1.0,1.0,4.0,83.0,1.0,0.0,0.0,0.0,0.0,1.0,15
16141,4.0,18.0,1.0,60,2,1,831.0,0.09,1,0,0.0,4,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23
16142,9.0,116.0,0.0,80,4,2,515.0,2.0,1,11,0.0,4,1.0,3.0,4.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,28
16143,4.0,2.0,1.0,60,1,1,836.0,0.09,1,0,0.0,2,2.0,1.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,14
16144,1.0,115.0,1.0,40,1,1,827.0,0.09,1,0,0.0,2,1.5,1.0,4.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,14
16145,5.0,80.0,1.0,58,2,0,0.0,0.0,1,0,0.0,2,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,13
16146,4.0,100.0,1.0,55,1,1,807.0,0.1,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,25
16147,5.0,101.0,0.0,35,30,39,546.0,3.56,1,100,0.0,4,1.0,2.0,4.0,92.0,1.0,0.0,0.0,0.0,0.0,1.0,30
16148,10.0,110.0,1.0,25,2,62,498.0,5.47,1,76,0.0,2,1.0,0.0,4.0,95.0,1.0,0.0,0.0,1.0,1.0,0.0,19
16149,4.0,121.0,0.0,49,2,7,597.0,0.68,1,0,0.0,2,1.0,0.0,4.0,94.0,1.0,0.0,0.0,0.0,1.0,1.0,21
16150,2.0,7.0,0.0,69,2,0,0.0,0.0,1,0,0.0,4,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,34
16151,4.0,121.0,1.0,50,3,49,532.0,4.51,1,0,0.0,2,1.0,1.0,4.0,98.0,0.0,1.0,0.0,1.0,0.0,1.0,16
16152,1.0,134.0,0.0,90,4,2,700.0,0.19,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,10
16153,9.0,1.0,2.0,8,1,10,522.0,1.49,1,0,0.0,1,1.0,1.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,1.0,23
16154,6.0,95.0,1.0,45,4,19,575.0,1.81,3,0,0.0,1,1.0,1.0,4.0,99.0,1.0,0.0,0.0,1.0,1.0,1.0,25
16155,10.0,110.0,0.0,95,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20
16156,0.0,130.0,1.0,26,3,48,515.0,4.13,1,9,0.0,3,1.0,1.0,4.0,98.0,1.0,1.0,1.0,1.0,0.0,1.0,17
16157,10.0,110.0,0.0,65,5,4,565.0,0.48,1,10,0.0,3,1.0,1.0,4.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,8
16158,4.0,2.0,0.0,139,6,4,595.0,0.4,2,0,0.0,6,1.0,3.0,4.0,80.0,1.0,1.0,0.0,1.0,0.0,1.0,19
16159,4.0,18.0,1.0,40,3,5,611.0,0.48,1,46,0.0,1,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,12
16160,4.0,2.0,0.0,60,14,1,844.0,0.09,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13
16161,6.0,98.0,0.0,99,14,1,650.0,0.19,1,35,0.0,2,2.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,30
16162,4.0,100.0,0.0,46,4,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10
16163,6.0,97.0,0.0,69,1,1,601.0,0.28,1,35,0.0,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16
16164,4.0,18.0,0.0,56,7,1,803.0,0.1,1,0,0.0,3,1.0,1.0,4.0,80.0,0.0,1.0,1.0,0.0,0.0,1.0,14
16165,6.0,94.0,1.0,40,5,2,597.0,0.44,1,10,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,1.0,0.0,1.0,24
16166,5.0,101.0,0.0,99,3,35,512.0,3.09,4,170,0.0,2,1.0,1.0,4.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,11
16167,6.0,95.0,1.0,70,2,41,500.0,3.7,2,52,0.0,2,1.5,1.0,4.0,99.0,0.0,0.0,0.0,1.0,0.0,1.0,18
16168,5.0,105.0,0.0,50,7,0,0.0,0.0,3,0,0.0,4,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11
16169,0.0,57.0,0.0,60,2,1,838.0,0.09,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,23
16170,1.0,118.0,0.0,35,4,3,722.0,0.28,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,15
16171,5.0,80.0,1.0,29,7,0,0.0,0.0,3,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11
16172,7.0,86.0,0.0,60,2,5,674.0,0.48,1,0,0.0,3,1.0,1.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,13
16173,1.0,118.0,0.0,41,5,4,770.0,0.36,1,0,0.0,2,1.0,1.0,4.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,7
16174,4.0,74.0,2.0,10,1,0,0.0,0.0,3,3,0.0,6,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9
16175,4.0,121.0,0.0,89,4,10,506.0,1.22,1,301,0.0,3,1.0,1.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,17
16176,4.0,2.0,0.0,89,2,3,799.0,0.27,1,0,0.0,4,1.0,1.0,4.0,93.0,1.0,1.0,0.0,0.0,0.0,0.0,14
16177,4.0,18.0,0.0,70,7,1,837.0,0.09,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11
16178,4.0,17.0,1.0,25,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9
16179,10.0,117.0,0.0,46,4,10,605.0,0.93,1,0,0.0,2,1.0,1.0,4.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,18
16180,1.0,135.0,1.0,25,5,1,805.0,0.1,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,12
16181,1.0,32.0,0.0,45,2,4,713.0,0.38,1,0,0.0,2,1.0,0.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,8
16182,11.0,93.0,2.0,25,1,1,841.0,0.09,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,23
16183,2.0,29.0,1.0,52,1,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16
16184,1.0,115.0,1.0,40,3,1,804.0,0.1,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,14
16185,5.0,101.0,0.0,70,2,5,583.0,0.5,1,0,0.0,3,1.0,1.0,4.0,96.0,0.0,0.0,0.0,1.0,0.0,0.0,11
16186,5.0,102.0,1.0,15,7,1,814.0,0.09,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,7
16187,10.0,117.0,0.0,40,8,1,803.0,0.1,1,0,0.0,3,1.0,0.0,4.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,10
16188,1.0,32.0,1.0,19,2,2,819.0,0.18,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,21
16189,5.0,102.0,1.0,30,2,40,497.0,3.88,1,49,0.0,2,1.0,1.0,4.0,99.0,1.0,0.0,0.0,1.0,0.0,1.0,25
16190,5.0,16.0,0.0,159,1,36,499.0,3.22,4,349,0.0,8,1.0,2.0,4.0,94.0,1.0,1.0,1.0,1.0,0.0,1.0,51
16191,4.0,2.0,0.0,69,5,17,526.0,1.63,1,28,0.0,2,1.0,1.0,4.0,97.0,0.0,1.0,0.0,1.0,0.0,1.0,21
16192,10.0,111.0,0.0,60,3,24,505.0,2.12,1,0,0.0,2,1.0,0.0,4.0,93.0,1.0,0.0,0.0,0.0,1.0,0.0,12
16193,4.0,119.0,0.0,70,21,10,580.0,0.97,1,363,0.0,3,1.0,1.0,4.0,91.0,1.0,1.0,1.0,1.0,0.0,1.0,15
16194,6.0,90.0,1.0,30,3,7,520.0,0.74,1,0,0.0,2,1.0,1.0,4.0,94.0,1.0,0.0,0.0,1.0,0.0,1.0,9
16195,10.0,33.0,0.0,60,10,2,665.0,0.27,1,0,0.0,4,1.0,1.0,4.0,100.0,1.0,0.0,1.0,1.0,0.0,0.0,22
16196,1.0,118.0,0.0,70,3,1,803.0,0.1,1,0,0.0,4,1.0,1.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,10
16197,2.0,31.0,2.0,12,1,9,544.0,0.9,2,35,0.0,2,1.0,1.0,4.0,82.0,1.0,0.0,0.0,1.0,0.0,1.0,17
16198,1.0,32.0,0.0,45,3,0,0.0,0.0,1,0,0.0,4,1.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,14
16199,1.0,30.0,0.0,40,2,7,583.0,0.68,1,0,0.0,2,1.5,0.0,4.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,9
16200,4.0,2.0,0.0,95,7,11,501.0,1.01,1,316,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,39
16201,1.0,134.0,0.0,55,2,2,828.0,0.17,1,0,0.0,1,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,7
16202,4.0,85.0,1.0,72,2,1,516.0,1.0,14,355,0.0,3,1.0,1.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,24
16203,4.0,85.0,2.0,75,2,3,523.0,2.31,14,356,0.0,4,1.0,1.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,1.0,24
16204,4.0,85.0,2.0,16,2,16,502.0,2.68,14,329,0.0,6,1.0,1.0,4.0,84.0,0.0,1.0,0.0,0.0,0.0,1.0,24
16205,4.0,85.0,2.0,17,2,12,527.0,1.45,14,330,0.0,8,1.0,1.0,4.0,88.0,0.0,1.0,0.0,0.0,0.0,1.0,23
16206,4.0,121.0,2.0,60,2,3,524.0,0.47,14,361,0.0,5,1.0,1.0,4.0,67.0,0.0,1.0,0.0,0.0,0.0,1.0,24
16207,4.0,121.0,0.0,25,14,0,0.0,0.0,1,0,0.0,2,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9
16208,5.0,102.0,1.0,25,2,3,567.0,0.31,2,0,0.0,3,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,9
16209,4.0,74.0,1.0,18,10,1,803.0,0.1,1,0,0.0,2,1.0,0.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,14
16210,0.0,27.0,0.0,69,4,18,505.0,1.73,1,271,0.0,3,1.0,1.0,4.0,97.0,0.0,1.0,0.0,1.0,0.0,1.0,23
16211,1.0,32.0,0.0,25,4,17,500.0,1.5,1,0,0.0,2,1.0,0.0,4.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,16
16212,5.0,101.0,0.0,30,2,1,835.0,0.09,2,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12
16213,1.0,30.0,0.0,400,3,2,715.0,0.19,2,0,0.0,6,1.0,3.0,4.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,17
16214,5.0,101.0,0.0,40,3,6,519.0,1.29,2,151,0.0,2,1.0,1.0,4.0,97.0,1.0,0.0,0.0,1.0,0.0,1.0,15
16215,1.0,115.0,1.0,20,2,4,643.0,0.39,1,0,0.0,2,0.0,1.0,4.0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,20
16216,6.0,95.0,1.0,29,3,11,522.0,0.96,1,62,0.0,2,1.0,1.0,4.0,93.0,1.0,1.0,0.0,1.0,1.0,1.0,15
16217,1.0,118.0,0.0,90,6,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11
16218,0.0,42.0,1.0,25,3,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10
16219,4.0,121.0,1.0,50,2,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9
16220,1.0,32.0,1.0,70,3,2,676.0,0.19,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,14
16221,6.0,98.0,0.0,70,30,3,591.0,0.41,2,99,0.0,3,1.0,1.0,4.0,93.0,1.0,1.0,0.0,0.0,0.0,1.0,28
16222,2.0,76.0,1.0,55,1,2,801.0,0.19,1,1,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,0.0,1.0,0.0,16
16223,6.0,94.0,1.0,35,2,4,531.0,0.37,1,6,0.0,2,2.5,1.0,4.0,93.0,0.0,0.0,0.0,0.0,1.0,0.0,9
16224,5.0,102.0,1.0,20,5,0,0.0,0.0,2,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,14
16225,4.0,2.0,1.0,30,7,12,574.0,1.06,1,125,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,8
16226,5.0,102.0,0.0,80,2,0,0.0,0.0,1,0,0.0,4,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
16227,6.0,49.0,1.0,39,2,15,517.0,1.36,1,203,0.0,1,1.0,1.0,4.0,97.0,1.0,0.0,0.0,0.0,1.0,1.0,15
16228,4.0,18.0,0.0,500,2,9,522.0,1.11,6,50,0.0,6,2.5,3.0,4.0,96.0,1.0,0.0,1.0,0.0,0.0,0.0,16
16229,4.0,92.0,0.0,50,6,5,590.0,0.52,1,0,0.0,3,1.0,1.0,4.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,9
16230,6.0,95.0,1.0,35,1,6,805.0,0.54,1,0,0.0,3,1.0,1.0,4.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,14
16231,10.0,117.0,0.0,69,5,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9
16232,4.0,18.0,1.0,20,1,2,822.0,0.18,1,0,0.0,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,16
16233,1.0,32.0,1.0,26,3,2,525.0,0.9,1,4,0.0,1,2.0,1.0,4.0,90.0,0.0,0.0,0.0,1.0,1.0,1.0,10
16234,4.0,2.0,0.0,70,3,9,526.0,1.36,1,350,0.0,7,1.0,2.0,4.0,83.0,1.0,1.0,0.0,0.0,0.0,0.0,17
16235,2.0,7.0,1.0,35,2,0,0.0,0.0,1,89,0.0,2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14
